number,name,region,latitude,longitude,company,start,end
CS25,85-01,C-Gaspésie,48.838583,-64.787667,Les Forages Élite Inc.,1985,1985
CS26,85-02,C-Gaspésie,48.8375,-64.785944,Les Forages Élite Inc.,1985,1985
CS27,85-03,C-Gaspésie,48.837528,-64.785833,Les Forages Élite Inc.,1985,1985
CS28,85-04 (1985FCS28),C-Gaspésie,48.838139,-64.784722,Les Forages Élite Inc.,1985,1985
CS29,85-05 (1985FCS29),C-Gaspésie,48.840722,-64.790917,Les Forages Élite Inc.,1985,1985
CS30,85-06,C-Gaspésie,48.839861,-64.790278,Les Forages Élite Inc.,1985,1985
CS31,85-07,C-Gaspésie,48.838889,-64.790833,Les Forages Élite Inc.,1985,1985
CS32,85-08 (1985FCS32),C-Gaspésie,48.842944,-64.798861,Les Forages Élite Inc.,1985,1985
CS33,85-09 (1985FCS33),C-Gaspésie,48.842944,-64.798861,Les Forages Élite Inc.,1985,1985
CS34,85-10,C-Gaspésie,48.84,-64.797222,Les Forages Élite Inc.,1985,1985
CS35,85-11,C-Gaspésie,48.971917,-64.789611,Les Forages Élite Inc.,1985,1985
CS37,85-13,C-Gaspésie,48.837861,-64.791806,Les Forages Élite Inc.,1985,1985
CS38,85-14,C-Gaspésie,48.837,-64.787833,Les Forages Élite Inc.,1985,1985
CS39,85-15,C-Gaspésie,48.844917,-64.799833,Les Forages Élite Inc.,1985,1985
CS40,85-16,C-Gaspésie,48.846778,-64.802889,Les Forages Élite Inc.,1985,1985
CS41,85-17,C-Gaspésie,48.838639,-64.790444,Les Forages Élite Inc.,1985,1985
CS42,85-18,C-Gaspésie,48.841389,-64.795139,Les Forages Élite Inc.,1985,1985
CS43,85-19,C-Gaspésie,48.838583,-64.791222,Les Forages Élite Inc.,1985,1985
CS44,MB-1,C-Gaspésie,48.890833,-64.856667,"",1985,1985
CS45,SB-1,C-Gaspésie,48.812361,-64.443222,"",1985,1985
CS46,SB-2,C-Gaspésie,48.81275,-64.443472,"",1985,1985
CS47,SB-3,C-Gaspésie,48.81275,-64.443472,"",1985,1985
CS48,SB-4,C-Gaspésie,48.812806,-64.4465,"",1985,1985
CS49,SB-5,C-Gaspésie,48.812667,-64.443861,"",1985,1985
CS50,SB-6,C-Gaspésie,48.81275,-64.443472,"",1985,1985
CS51,85-20,C-Gaspésie,48.841111,-64.799722,Foragaz (fermeture),1985,1985
CZ006,Squatex Saint-Moïse,C-Gaspésie,48.5025,-67.8145,"",2010,2010
CZ007,SQX #P,C-Gaspésie,48.463083,-67.801389,"",2010,2010
CZ008,SQX #03,C-Gaspésie,48.309361,-67.998167,"",2010,2010
CZ009,SQX #05,C-Gaspésie,48.27225,-67.962667,"",2010,2010
CZ01,Kennco-Gaspé No 1,C-Gaspésie,48.733389,-64.533778,"",1956,1956
CZ010,SQX #06,C-Gaspésie,48.256389,-67.066667,"",2010,2010
CZ011,SQX #10,C-Gaspésie,48.459389,-67.798667,"",2010,2010
CZ012,La Rédemption,C-Gaspésie,48.454222,-67.893139,"",2011,2011
CZ013,Du Portage,C-Gaspésie,48.446722,-67.9935,"",2011,2011
CZ014,"Squatex, Massé No 1",C-Gaspésie,48.256389,-68.066667,"",2010,2010
CZ015,"Squatex, Sayabec No 1",C-Gaspésie,48.531806,-67.697611,"",n.d.,n.d.
CZ016,"Squatex, Marleau No 1",C-Gaspésie,48.3965,-67.958611,"",n.d.,n.d.
CZ017,"Squatex, Massé No 2",C-Gaspésie,48.4245,-67.994444,"",n.d.,n.d.
CZ018,"Pétrolia, La Vérendrye 2013",C-Gaspésie,48.438306,-66.948139,"",2013,2013
CZ02,Kennco-Gaspé No 2,C-Gaspésie,48.7345,-64.532111,"",1956,1956
CZ03,Kennco-Gaspé No 3,C-Gaspésie,48.738111,-64.525444,"",1956,1956
CZ04,Kennco-Gaspé No 4,C-Gaspésie,48.742278,-64.525722,"",1956,1956
CZ05,Gaspé Basin - Bishop Ross,C-Gaspésie,48.833389,-64.516,"",n.d.,n.d.
D001,"Lowlands Gamache, Carleton Point No 1",D-Anticosti / Estuaire du St-Laurent,49.708389,-62.932639,Heath & Sherwood Drilling Ltd.,1963,1964
D002,"Lowlands Gamache, Princeton Lake No 1",D-Anticosti / Estuaire du St-Laurent,49.8695,-64.200722,Heath & Sherwood Drilling Ltd.,1963,1963
D003,"New Associated Con-Paper, Anticosti No 1",D-Anticosti / Estuaire du St-Laurent,49.622278,-63.438194,Heath & Sherwood Drilling Ltd.,1962,1963
D004,"Lowlands Gamache, Oil River No 1",D-Anticosti / Estuaire du St-Laurent,49.741722,-63.511806,Imperial Oil Ltd.,1965,1965
D005,"Lowlands Gamache, Highcliff No 1",D-Anticosti / Estuaire du St-Laurent,49.858389,-63.86875,Imperial Oil Ltd.,1965,1965
D006,"New Associated, Jupiter Anticosti No 1",D-Anticosti / Estuaire du St-Laurent,49.620889,-63.439583,Chevalier and Tremblay Drilling Co.,1965,1965
D007,"ARCO, Anticosti No 1",D-Anticosti / Estuaire du St-Laurent,49.388389,-63.524028,Garnett Drilling Ltd.,1970,1970
D010,"SOQUIP Scurry Rainbow, Sandtop No 1 (Anticosti)",D-Anticosti / Estuaire du St-Laurent,49.199806,-61.752028,Regent Drilling Ltd.,1974,1974
D011,"Consolidated, Anticosti Brick No 1",D-Anticosti / Estuaire du St-Laurent,49.372556,-63.450972,Foragaz Inc.,1987,1987
D012,"Shell Encal Corridor, Roliff No 1",D-Anticosti / Estuaire du St-Laurent,49.539778,-63.35,Ralex Inc.,1998,1998
D013,"Shell et al., Jupiter No 1",D-Anticosti / Estuaire du St-Laurent,49.593389,-63.416806,Ralex Inc.,1998,1998
D014,"Shell Encal Corridor, Anticosti, Chaloupe No 1",D-Anticosti / Estuaire du St-Laurent,49.394306,-62.447056,Ralex Inc.,1999,1999
D014-R1,"Shell Encal Corridor, Anticosti, Chaloupe No 1",D-Anticosti / Estuaire du St-Laurent,49.394306,-62.447056,Patriot Well Service of Canada Inc.,2004,2004
D015,"Shell Encal Corridor, Anticosti, Saumon No 1",D-Anticosti / Estuaire du St-Laurent,49.394278,-62.368417,Ralex Inc.,1999,1999
D016,"Shell Encal Corridor, Anticosti, Dauphine No 1",D-Anticosti / Estuaire du St-Laurent,49.338306,-62.236639,Ralex Inc.,1999,1999
D017,"Corridor/HQ, Anticosti, Chaloupe No 1",D-Anticosti / Estuaire du St-Laurent,49.394944,-62.434833,Doubil Inc.,2005,2005
D018,"HQ/Corridor, Anticosti, MacDonald No 1",D-Anticosti / Estuaire du St-Laurent,49.700694,-62.998861,Doubil Inc.,2005,2005
D019,"Corridor/HQ, Anticosti, Jupiter No 1",D-Anticosti / Estuaire du St-Laurent,49.592556,-63.416944,Doubil Inc.,2005,2005
D019-R1,"Corridor/HQ, Anticosti, Jupiter No 1",D-Anticosti / Estuaire du St-Laurent,49.592556,-63.416944,Nabors Drilling Ltd.,2010,2010
D020,"Pétrolia/Corridor, Anticosti, Chaloupe No. 1",D-Anticosti / Estuaire du St-Laurent,49.3675,-62.540417,Nabors Drilling Ltd.,2010,2010
D021,"Corridor/Pétrolia, Anticosti, Saumon No. 1",D-Anticosti / Estuaire du St-Laurent,49.396139,-62.375028,Nabors Drilling Ltd.,2010,2010
DZ001,"Pétrolia, Sondage No 2, High-Cliff",D-Anticosti / Estuaire du St-Laurent,49.778861,-63.883222,"",2012,2012
DZ002,"Pétrolia, Sondage No 4, Princeton Lake",D-Anticosti / Estuaire du St-Laurent,49.893889,-64.266,"",2012,2012
DZ003,"Pétrolia, Sondage No 1, Oil River",D-Anticosti / Estuaire du St-Laurent,49.771139,-63.351389,"",2012,2012
DZ004,"Hydrocarbures Anticosti SEC, Jupiter-24 No 1",D-Anticosti / Estuaire du St-Laurent,49.638361,-63.433389,"",n.d.,n.d.
DZ005,"Hydrocarbures Anticosti SEC, Ste-Marie No 1",D-Anticosti / Estuaire du St-Laurent,49.755556,-63.883278,"",n.d.,n.d.
DZ006,"Hydrocarbures Anticosti SEC, Caribou No 1",D-Anticosti / Estuaire du St-Laurent,49.724222,-63.908389,"",n.d.,n.d.
DZ007,"Hydrocarbures Anticosti SEC, Canard No 1",D-Anticosti / Estuaire du St-Laurent,49.683056,-63.914306,"",n.d.,n.d.
DZ008,"Hydrocarbures Anticosti SEC, Cerf-Sau No 1",D-Anticosti / Estuaire du St-Laurent,49.237583,-62.480139,"",n.d.,n.d.
DZ009,"Hydrocarbures Anticosti SEC, Martin-La-Mer No 1",D-Anticosti / Estuaire du St-Laurent,49.283611,-62.796,"",n.d.,n.d.
DZ010,"Hydrocarbures Anticosti SEC, Lac Martin No 1",D-Anticosti / Estuaire du St-Laurent,49.358278,-62.876056,"",n.d.,n.d.
DZ011,"Hydrocarbures Anticosti SEC, Bell No 1",D-Anticosti / Estuaire du St-Laurent,49.151111,-62.201389,"",n.d.,n.d.
DZ012,"Hydrocarbures Anticosti SEC, Chicotte No 1",D-Anticosti / Estuaire du St-Laurent,49.449417,-63.135833,"",n.d.,n.d.
DZ013,"Hydrocarbures Anticosti SEC, Lac-du-Renard No 1",D-Anticosti / Estuaire du St-Laurent,49.199472,-62.068056,"",n.d.,n.d.
DZ014,"Hydrocarbures Anticosti SEC, Satellite-North No 1",D-Anticosti / Estuaire du St-Laurent,49.525083,-63.283611,"",n.d.,n.d.
DZ015,"Hydrocarbures Anticosti SEC, Jupiter-South No 1",D-Anticosti / Estuaire du St-Laurent,49.576417,-63.434167,"",n.d.,n.d.
DZ016,"Hydrocarbures Anticosti SEC, Cheval No 1",D-Anticosti / Estuaire du St-Laurent,49.640194,-63.387278,"",n.d.,n.d.
DZ017,"Hydrocarbures Anticosti SEC, NACP West No 1",D-Anticosti / Estuaire du St-Laurent,49.643472,-63.557583,"",n.d.,n.d.
DZ018,"Hydrocarbures Anticosti SEC, Roliff-Graben No 1",D-Anticosti / Estuaire du St-Laurent,49.544444,-63.344444,"",n.d.,n.d.
E001,Cayouette No 1,E-Nord du Québec,48.46475,-72.188194,"",1909,1909
E002,Cayouette No 2,E-Nord du Québec,48.462028,-72.18625,"",1909,1909
E003,Chambord No 1,E-Nord du Québec,48.436861,-72.073361,Parco Drilling and Exploration Ltd.,1954,1954
E004,Chambord No 2,E-Nord du Québec,48.423167,-71.928,Allard Brothers,1954,1954
E005,Racine No 3,E-Nord du Québec,48.844944,-72.198722,"",1954,1954
E006,Gérard Fortin,E-Nord du Québec,48.816722,-72.048528,Lucien Pelchat,1954,1954
E007,Maria C No 1,E-Nord du Québec,48.905056,-71.927889,T.E. Larocque,1955,1955
E008,Saguenay Lake Saint-John No 1,E-Nord du Québec,48.500056,-72.41625,Henri Dubé,1945,1946
E009,"B & S No 1, Chambord",E-Nord du Québec,48.418944,-71.9715,Boyles Brothers Ltd,1962,1962
E010,"B & S No 2, Chambord",E-Nord du Québec,48.423944,-71.9715,Boyles Brothers Ltd,1962,1962
E011,"GHK, Les Éboulements No 1",E-Nord du Québec,47.485417,-70.333528,Les Forages Kennebec Ltée,1990,1990
E012,Baie-Saint-Paul No 1,E-Nord du Québec,47.435833,-70.491111,Louis Morency,1960,1960
EZ01,Sept-Iles,E-Nord du Québec,50.212833,-66.305778,Denis Proulx,1970,1970
F000,Kamouraska No 1,F-Bas St-Laurent,47.664722,-69.729444,Les Forages Gaspésiens Ltée,1973,1973
F001,"Great Plains Noël Shell No 1, Parke",F-Bas St-Laurent,47.607167,-69.456889,General Petroleum Ltd,1972,1972
F002,"SOQUIP, Parke No 1",F-Bas St-Laurent,47.616472,-69.453806,Regent Drilling Ltd.,1979,1979
F003,"SOQUIP, Parke No 2",F-Bas St-Laurent,47.604389,-69.435361,Regent Drilling Ltd.,1980,1980
F004,"GHK, Ile aux Coudres No 1",F-Bas St-Laurent,47.387528,-70.399528,Les Forages Kennebec Ltée,1990,1990
F005,"SOQUIP Lac Noir No 1, Neigette (C091)",F-Bas St-Laurent,48.351417,-68.313361,Regent Drilling Ltd.,1974,1974
FZ002,SQX #02,F-Bas St-Laurent,48.327528,-68.260528,"",2010,2010
FZ003,SQX #07,F-Bas St-Laurent,48.211639,-68.245889,"",2010,2010
FZ004,SQX #08,F-Bas St-Laurent,48.187556,-68.439972,"",2010,2010
FZ005,SQX #09,F-Bas St-Laurent,48.1175,-68.401667,"",2010,2010
FZ01,Saint-Jean-de-Bréboeuf,F-Bas St-Laurent,48.700056,-67.543889,Inspiration Mining and Development Co. Ltd.,1938,1938
G001,"Sarep H.Q., Brion Island No 1",G-Golfe du St-Laurent,47.798333,-61.436667,Peter Bawden Drilling Services Ltd,1970,1970
G002,"Shell SOQUIP Amoco, Bradelle L-49",G-Golfe du St-Laurent,47.975833,-63.118333,Southeastern Commonwealth Drilling Ltd,1973,1973
G003,"Corridor, Iles-de-la-Madeleine, Fatima No 1",G-Golfe du St-Laurent,47.426389,-61.868917,Major Drilling Group International Inc.,1999,1999
GZ01,Hydro-Québec Gulf No 1,G-Golfe du St-Laurent,47.928944,-62.089583,Caldrill Offshore Inc.,1965,1965
GZ02,Hydro-Québec Gulf No 2,G-Golfe du St-Laurent,47.650611,-63.182639,Caldrill Offshore Inc.,1965,1965
GZ03,Hydro-Québec Gulf No 2A,G-Golfe du St-Laurent,47.650611,-63.182639,Caldrill Offshore Inc.,1965,1965
GZ04,Hydro-Québec Gulf No 4,G-Golfe du St-Laurent,48.250056,-63.374306,Caldrill Offshore Inc.,1965,1965
GZ05,Hydro-Québec Gulf No 4A,G-Golfe du St-Laurent,48.250056,-63.374306,Caldrill Offshore Inc.,1965,1965
GZ06,"SOQUEM, Grosse Île (M-1)",G-Golfe du St-Laurent,47.620972,-61.550861,"",1973,1973
GZ07,"SOQUEM, Grosse Île (M-4)",G-Golfe du St-Laurent,47.617111,-61.5165,"",1973,1973
GZ08,"SOQUEM, Île de la Grande Entrée (M-5)",G-Golfe du St-Laurent,47.552278,-61.506472,"",1973,1973
GZ09,"SOQUEM, Grosse Île (M-6)",G-Golfe du St-Laurent,47.623278,-61.492583,"",1973,1973
GZ10,"SOQUEM, Grosse Île (M-8)",G-Golfe du St-Laurent,47.615194,-61.499917,"",1974,1974
GZ11,"SOQUEM, Île du Havre-Aubert (M-11)",G-Golfe du St-Laurent,47.218028,-61.983167,"",1974,1974
GZ12,"SOQUEM, Île du Havre-Aubert (DDH #1)",G-Golfe du St-Laurent,47.216722,-61.851806,"",1972,1972
GZ13,"SOQUEM, Île du Havre-Aubert (DDH #4)",G-Golfe du St-Laurent,47.224222,-61.82375,"",1972,1972
GZ14,"SOQUEM, Île du Havre-Aubert (DDH #9)",G-Golfe du St-Laurent,47.221444,-61.829028,"",1972,1972
